번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,,
1780,3,2017,정면,단어,KETI_SL_0000001780.MOV,뒤통수,,
2199,3,2017,측면,단어,KETI_SL_0000002199.MP4,뒤통수,,
2709,4,2017,정면,단어,KETI_SL_0000002709.MOV,뒤통수,,
3128,4,2017,측면,단어,KETI_SL_0000003128.MTS,뒤통수,,
3541,5,2017,정면,단어,KETI_SL_0000003541.MOV,뒤통수,,
3962,5,2017,측면,단어,KETI_SL_0000003962.MTS,뒤통수,,
4383,6,2017,정면,단어,KETI_SL_0000004383.MOV,뒤통수,,
4805,6,2017,측면,단어,KETI_SL_0000004805.MTS,뒤통수,,
5222,7,2017,정면,단어,KETI_SL_0000005222.MOV,뒤통수,,
5638,7,2017,측면,단어,KETI_SL_0000005638.MTS,뒤통수,,
6061,8,2017,정면,단어,KETI_SL_0000006061.MOV,뒤통수,,
6480,8,2017,측면,단어,KETI_SL_0000006480.MTS,뒤통수,,
6897,9,2017,정면,단어,KETI_SL_0000006897.MOV,뒤통수,,
7316,9,2017,측면,단어,KETI_SL_0000007316.MTS,뒤통수,,
7734,10,2017,정면,단어,KETI_SL_0000007734.MOV,뒤통수,,
8153,10,2017,측면,단어,KETI_SL_0000008153.MTS,뒤통수,,
194,1,2017,정면,단어,KETI_SL_0000000194.MOV,뒤,,
613,1,2017,측면,단어,KETI_SL_0000000613.MTS,뒤,,
1027,2,2017,정면,단어,KETI_SL_0000001027.MTS,뒤,,
1446,2,2017,측면,단어,KETI_SL_0000001446.MTS,뒤,,
1779,3,2017,정면,단어,KETI_SL_0000001779.MOV,뒤,,
2198,3,2017,측면,단어,KETI_SL_0000002198.MP4,뒤,,
2708,4,2017,정면,단어,KETI_SL_0000002708.MOV,뒤,,
3127,4,2017,측면,단어,KETI_SL_0000003127.MTS,뒤,,
3540,5,2017,정면,단어,KETI_SL_0000003540.MOV,뒤,,
3961,5,2017,측면,단어,KETI_SL_0000003961.MTS,뒤,,
4382,6,2017,정면,단어,KETI_SL_0000004382.MOV,뒤,,
4804,6,2017,측면,단어,KETI_SL_0000004804.MTS,뒤,,
5221,7,2017,정면,단어,KETI_SL_0000005221.MOV,뒤,,
5637,7,2017,측면,단어,KETI_SL_0000005637.MTS,뒤,,
6060,8,2017,정면,단어,KETI_SL_0000006060.MOV,뒤,,
6479,8,2017,측면,단어,KETI_SL_0000006479.MTS,뒤,,
6896,9,2017,정면,단어,KETI_SL_0000006896.MOV,뒤,,
7315,9,2017,측면,단어,KETI_SL_0000007315.MTS,뒤,,
7733,10,2017,정면,단어,KETI_SL_0000007733.MOV,뒤,,
8152,10,2017,측면,단어,KETI_SL_0000008152.MTS,뒤,,
193,1,2017,정면,단어,KETI_SL_0000000193.MOV,두드러기생기다,,
612,1,2017,측면,단어,KETI_SL_0000000612.MTS,두드러기생기다,,
1026,2,2017,정면,단어,KETI_SL_0000001026.MTS,두드러기생기다,,
1445,2,2017,측면,단어,KETI_SL_0000001445.MTS,두드러기생기다,,
1778,3,2017,정면,단어,KETI_SL_0000001778.MOV,두드러기생기다,,
2197,3,2017,측면,단어,KETI_SL_0000002197.MP4,두드러기생기다,,
2707,4,2017,정면,단어,KETI_SL_0000002707.MOV,두드러기생기다,,
3126,4,2017,측면,단어,KETI_SL_0000003126.MTS,두드러기생기다,,
3539,5,2017,정면,단어,KETI_SL_0000003539.MOV,두드러기생기다,,
3960,5,2017,측면,단어,KETI_SL_0000003960.MTS,두드러기생기다,,
4381,6,2017,정면,단어,KETI_SL_0000004381.MOV,두드러기생기다,,
4803,6,2017,측면,단어,KETI_SL_0000004803.MTS,두드러기생기다,,
5220,7,2017,정면,단어,KETI_SL_0000005220.MOV,두드러기생기다,,
5636,7,2017,측면,단어,KETI_SL_0000005636.MTS,두드러기생기다,,
6059,8,2017,정면,단어,KETI_SL_0000006059.MOV,두드러기생기다,,
6478,8,2017,측면,단어,KETI_SL_0000006478.MTS,두드러기생기다,,
6895,9,2017,정면,단어,KETI_SL_0000006895.MOV,두드러기생기다,,
7314,9,2017,측면,단어,KETI_SL_0000007314.MTS,두드러기생기다,,
7732,10,2017,정면,단어,KETI_SL_0000007732.MOV,두드러기생기다,,
8151,10,2017,측면,단어,KETI_SL_0000008151.MTS,두드러기생기다,,
192,1,2017,정면,단어,KETI_SL_0000000192.MOV,동전,,
611,1,2017,측면,단어,KETI_SL_0000000611.MTS,동전,,
1025,2,2017,정면,단어,KETI_SL_0000001025.MTS,동전,,
1444,2,2017,측면,단어,KETI_SL_0000001444.MTS,동전,,
1776,3,2017,정면,단어,KETI_SL_0000001776.MOV,동전,,
2195,3,2017,측면,단어,KETI_SL_0000002195.MP4,동전,,
2706,4,2017,정면,단어,KETI_SL_0000002706.MOV,동전,,
3125,4,2017,측면,단어,KETI_SL_0000003125.MTS,동전,,
3538,5,2017,정면,단어,KETI_SL_0000003538.MOV,동전,,
3959,5,2017,측면,단어,KETI_SL_0000003959.MTS,동전,,
4380,6,2017,정면,단어,KETI_SL_0000004380.MOV,동전,,
4796,6,2017,측면,단어,KETI_SL_0000004796.MTS,동전,,
5219,7,2017,정면,단어,KETI_SL_0000005219.MOV,동전,,
5635,7,2017,측면,단어,KETI_SL_0000005635.MTS,동전,,
6058,8,2017,정면,단어,KETI_SL_0000006058.MOV,동전,,
6477,8,2017,측면,단어,KETI_SL_0000006477.MTS,동전,,
6894,9,2017,정면,단어,KETI_SL_0000006894.MOV,동전,,
7313,9,2017,측면,단어,KETI_SL_0000007313.MTS,동전,,
7731,10,2017,정면,단어,KETI_SL_0000007731.MOV,동전,,
8150,10,2017,측면,단어,KETI_SL_0000008150.MTS,동전,,
191,1,2017,정면,단어,KETI_SL_0000000191.MOV,동작구,,
610,1,2017,측면,단어,KETI_SL_0000000610.MTS,동작구,,
1024,2,2017,정면,단어,KETI_SL_0000001024.MTS,동작구,,
1443,2,2017,측면,단어,KETI_SL_0000001443.MTS,동작구,,
1775,3,2017,정면,단어,KETI_SL_0000001775.MOV,동작구,,
2194,3,2017,측면,단어,KETI_SL_0000002194.MP4,동작구,,
2705,4,2017,정면,단어,KETI_SL_0000002705.MOV,동작구,,
3124,4,2017,측면,단어,KETI_SL_0000003124.MTS,동작구,,
3537,5,2017,정면,단어,KETI_SL_0000003537.MOV,동작구,,
3958,5,2017,측면,단어,KETI_SL_0000003958.MTS,동작구,,
4379,6,2017,정면,단어,KETI_SL_0000004379.MOV,동작구,,
4795,6,2017,측면,단어,KETI_SL_0000004795.MTS,동작구,,
5218,7,2017,정면,단어,KETI_SL_0000005218.MOV,동작구,,
5634,7,2017,측면,단어,KETI_SL_0000005634.MTS,동작구,,
6057,8,2017,정면,단어,KETI_SL_0000006057.MOV,동작구,,
6476,8,2017,측면,단어,KETI_SL_0000006476.MTS,동작구,,
6893,9,2017,정면,단어,KETI_SL_0000006893.MOV,동작구,,
7312,9,2017,측면,단어,KETI_SL_0000007312.MTS,동작구,,
7730,10,2017,정면,단어,KETI_SL_0000007730.MOV,동작구,,
8149,10,2017,측면,단어,KETI_SL_0000008149.MTS,동작구,,
8384,1,2017,정면,문장,KETI_SL_0000008384.MOV,동생이 문틈에 손이 끼었어요,,
8489,1,2017,측면,문장,KETI_SL_0000008489.MTS,동생이 문틈에 손이 끼었어요,,
8594,2,2017,정면,문장,KETI_SL_0000008594.MTS,동생이 문틈에 손이 끼었어요,,
8699,2,2017,측면,문장,KETI_SL_0000008699.MTS,동생이 문틈에 손이 끼었어요,,
8804,3,2017,정면,문장,KETI_SL_0000008804.MOV,동생이 문틈에 손이 끼었어요,,
8909,3,2017,측면,문장,KETI_SL_0000008909.MP4,동생이 문틈에 손이 끼었어요,,
9014,4,2017,정면,문장,KETI_SL_0000009014.MOV,동생이 문틈에 손이 끼었어요,,
9119,4,2017,측면,문장,KETI_SL_0000009119.MTS,동생이 문틈에 손이 끼었어요,,
9224,5,2017,정면,문장,KETI_SL_0000009224.MOV,동생이 문틈에 손이 끼었어요,,
9329,5,2017,측면,문장,KETI_SL_0000009329.MTS,동생이 문틈에 손이 끼었어요,,
9434,6,2017,정면,문장,KETI_SL_0000009434.MOV,동생이 문틈에 손이 끼었어요,,
9539,6,2017,측면,문장,KETI_SL_0000009539.MTS,동생이 문틈에 손이 끼었어요,,
9644,7,2017,정면,문장,KETI_SL_0000009644.MOV,동생이 문틈에 손이 끼었어요,,
9749,7,2017,측면,문장,KETI_SL_0000009749.MTS,동생이 문틈에 손이 끼었어요,,
9854,8,2017,정면,문장,KETI_SL_0000009854.MOV,동생이 문틈에 손이 끼었어요,,
9959,8,2017,측면,문장,KETI_SL_0000009959.MTS,동생이 문틈에 손이 끼었어요,,
10064,9,2017,정면,문장,KETI_SL_0000010064.MOV,동생이 문틈에 손이 끼었어요,,
10169,9,2017,측면,문장,KETI_SL_0000010169.MTS,동생이 문틈에 손이 끼었어요,,
10274,10,2017,정면,문장,KETI_SL_0000010274.MOV,동생이 문틈에 손이 끼었어요,,
10379,10,2017,측면,문장,KETI_SL_0000010379.MTS,동생이 문틈에 손이 끼었어요,,
190,1,2017,정면,단어,KETI_SL_0000000190.MOV,동생,,
609,1,2017,측면,단어,KETI_SL_0000000609.MTS,동생,,
1023,2,2017,정면,단어,KETI_SL_0000001023.MTS,동생,,
1442,2,2017,측면,단어,KETI_SL_0000001442.MTS,동생,,
1774,3,2017,정면,단어,KETI_SL_0000001774.MOV,동생,,
2193,3,2017,측면,단어,KETI_SL_0000002193.MP4,동생,,
2704,4,2017,정면,단어,KETI_SL_0000002704.MOV,동생,,
3123,4,2017,측면,단어,KETI_SL_0000003123.MTS,동생,,
3536,5,2017,정면,단어,KETI_SL_0000003536.MOV,동생,,
3957,5,2017,측면,단어,KETI_SL_0000003957.MTS,동생,,
4378,6,2017,정면,단어,KETI_SL_0000004378.MOV,동생,,
4794,6,2017,측면,단어,KETI_SL_0000004794.MTS,동생,,
5217,7,2017,정면,단어,KETI_SL_0000005217.MOV,동생,,
5633,7,2017,측면,단어,KETI_SL_0000005633.MTS,동생,,
6056,8,2017,정면,단어,KETI_SL_0000006056.MOV,동생,,
6475,8,2017,측면,단어,KETI_SL_0000006475.MTS,동생,,
6892,9,2017,정면,단어,KETI_SL_0000006892.MOV,동생,,
7311,9,2017,측면,단어,KETI_SL_0000007311.MTS,동생,,
7729,10,2017,정면,단어,KETI_SL_0000007729.MOV,동생,,
8148,10,2017,측면,단어,KETI_SL_0000008148.MTS,동생,,
189,1,2017,정면,단어,KETI_SL_0000000189.MOV,동대문구,,
608,1,2017,측면,단어,KETI_SL_0000000608.MTS,동대문구,,
1022,2,2017,정면,단어,KETI_SL_0000001022.MTS,동대문구,,
1441,2,2017,측면,단어,KETI_SL_0000001441.MTS,동대문구,,
1773,3,2017,정면,단어,KETI_SL_0000001773.MOV,동대문구,,
2192,3,2017,측면,단어,KETI_SL_0000002192.MP4,동대문구,,
2703,4,2017,정면,단어,KETI_SL_0000002703.MOV,동대문구,,
3122,4,2017,측면,단어,KETI_SL_0000003122.MTS,동대문구,,
3535,5,2017,정면,단어,KETI_SL_0000003535.MOV,동대문구,,
3956,5,2017,측면,단어,KETI_SL_0000003956.MTS,동대문구,,
4377,6,2017,정면,단어,KETI_SL_0000004377.MOV,동대문구,,
4799,6,2017,측면,단어,KETI_SL_0000004799.MTS,동대문구,,
5216,7,2017,정면,단어,KETI_SL_0000005216.MOV,동대문구,,
5632,7,2017,측면,단어,KETI_SL_0000005632.MTS,동대문구,,
6055,8,2017,정면,단어,KETI_SL_0000006055.MOV,동대문구,,
6474,8,2017,측면,단어,KETI_SL_0000006474.MTS,동대문구,,
6891,9,2017,정면,단어,KETI_SL_0000006891.MOV,동대문구,,
7310,9,2017,측면,단어,KETI_SL_0000007310.MTS,동대문구,,
7728,10,2017,정면,단어,KETI_SL_0000007728.MOV,동대문구,,
8147,10,2017,측면,단어,KETI_SL_0000008147.MTS,동대문구,,
188,1,2017,정면,단어,KETI_SL_0000000188.MOV,독사,,
607,1,2017,측면,단어,KETI_SL_0000000607.MTS,독사,,
1021,2,2017,정면,단어,KETI_SL_0000001021.MTS,독사,,
1440,2,2017,측면,단어,KETI_SL_0000001440.MTS,독사,,
1772,3,2017,정면,단어,KETI_SL_0000001772.MOV,독사,,
2191,3,2017,측면,단어,KETI_SL_0000002191.MP4,독사,,
2702,4,2017,정면,단어,KETI_SL_0000002702.MOV,독사,,
3121,4,2017,측면,단어,KETI_SL_0000003121.MTS,독사,,
3534,5,2017,정면,단어,KETI_SL_0000003534.MOV,독사,,
3955,5,2017,측면,단어,KETI_SL_0000003955.MTS,독사,,
4376,6,2017,정면,단어,KETI_SL_0000004376.MOV,독사,,
4798,6,2017,측면,단어,KETI_SL_0000004798.MTS,독사,,
5215,7,2017,정면,단어,KETI_SL_0000005215.MOV,독사,,
5631,7,2017,측면,단어,KETI_SL_0000005631.MTS,독사,,
6054,8,2017,정면,단어,KETI_SL_0000006054.MOV,독사,,
6473,8,2017,측면,단어,KETI_SL_0000006473.MTS,독사,,
6890,9,2017,정면,단어,KETI_SL_0000006890.MOV,독사,,
7309,9,2017,측면,단어,KETI_SL_0000007309.MTS,독사,,
7727,10,2017,정면,단어,KETI_SL_0000007727.MOV,독사,,
8146,10,2017,측면,단어,KETI_SL_0000008146.MTS,독사,,
8425,1,2017,정면,문장,KETI_SL_0000008425.MOV,독버섯을 먹은 것 같아요,,
8530,1,2017,측면,문장,KETI_SL_0000008530.MTS,독버섯을 먹은 것 같아요,,
8635,2,2017,정면,문장,KETI_SL_0000008635.MTS,독버섯을 먹은 것 같아요,,
8740,2,2017,측면,문장,KETI_SL_0000008740.MTS,독버섯을 먹은 것 같아요,,
8845,3,2017,정면,문장,KETI_SL_0000008845.MOV,독버섯을 먹은 것 같아요,,
8950,3,2017,측면,문장,KETI_SL_0000008950.MP4,독버섯을 먹은 것 같아요,,
9055,4,2017,정면,문장,KETI_SL_0000009055.MOV,독버섯을 먹은 것 같아요,,
9160,4,2017,측면,문장,KETI_SL_0000009160.MTS,독버섯을 먹은 것 같아요,,
9265,5,2017,정면,문장,KETI_SL_0000009265.MOV,독버섯을 먹은 것 같아요,,
9370,5,2017,측면,문장,KETI_SL_0000009370.MTS,독버섯을 먹은 것 같아요,,
9475,6,2017,정면,문장,KETI_SL_0000009475.MOV,독버섯을 먹은 것 같아요,,
9579,6,2017,측면,문장,KETI_SL_0000009579.MTS,독버섯을 먹은 것 같아요,,
9685,7,2017,정면,문장,KETI_SL_0000009685.MOV,독버섯을 먹은 것 같아요,,
9790,7,2017,측면,문장,KETI_SL_0000009790.MTS,독버섯을 먹은 것 같아요,,
9895,8,2017,정면,문장,KETI_SL_0000009895.MOV,독버섯을 먹은 것 같아요,,
10000,8,2017,측면,문장,KETI_SL_0000010000.MTS,독버섯을 먹은 것 같아요,,
10105,9,2017,정면,문장,KETI_SL_0000010105.MOV,독버섯을 먹은 것 같아요,,
10210,9,2017,측면,문장,KETI_SL_0000010210.MTS,독버섯을 먹은 것 같아요,,
10315,10,2017,정면,문장,KETI_SL_0000010315.MOV,독버섯을 먹은 것 같아요,,
10420,10,2017,측면,문장,KETI_SL_0000010420.MTS,독버섯을 먹은 것 같아요,,
187,1,2017,정면,단어,KETI_SL_0000000187.MOV,독버섯,,
606,1,2017,측면,단어,KETI_SL_0000000606.MTS,독버섯,,
1020,2,2017,정면,단어,KETI_SL_0000001020.MTS,독버섯,,
1439,2,2017,측면,단어,KETI_SL_0000001439.MTS,독버섯,,
1771,3,2017,정면,단어,KETI_SL_0000001771.MOV,독버섯,,
2190,3,2017,측면,단어,KETI_SL_0000002190.MP4,독버섯,,
2701,4,2017,정면,단어,KETI_SL_0000002701.MOV,독버섯,,
3120,4,2017,측면,단어,KETI_SL_0000003120.MTS,독버섯,,
3533,5,2017,정면,단어,KETI_SL_0000003533.MOV,독버섯,,
3954,5,2017,측면,단어,KETI_SL_0000003954.MTS,독버섯,,
4375,6,2017,정면,단어,KETI_SL_0000004375.MOV,독버섯,,
4797,6,2017,측면,단어,KETI_SL_0000004797.MTS,독버섯,,
5214,7,2017,정면,단어,KETI_SL_0000005214.MOV,독버섯,,
5630,7,2017,측면,단어,KETI_SL_0000005630.MTS,독버섯,,
6053,8,2017,정면,단어,KETI_SL_0000006053.MOV,독버섯,,
6472,8,2017,측면,단어,KETI_SL_0000006472.MTS,독버섯,,
6889,9,2017,정면,단어,KETI_SL_0000006889.MOV,독버섯,,
7308,9,2017,측면,단어,KETI_SL_0000007308.MTS,독버섯,,
7726,10,2017,정면,단어,KETI_SL_0000007726.MOV,독버섯,,
8145,10,2017,측면,단어,KETI_SL_0000008145.MTS,독버섯,,
186,1,2017,정면,단어,KETI_SL_0000000186.MOV,독극물,,
605,1,2017,측면,단어,KETI_SL_0000000605.MTS,독극물,,
1019,2,2017,정면,단어,KETI_SL_0000001019.MTS,독극물,,
1438,2,2017,측면,단어,KETI_SL_0000001438.MTS,독극물,,
1770,3,2017,정면,단어,KETI_SL_0000001770.MOV,독극물,,
2189,3,2017,측면,단어,KETI_SL_0000002189.MP4,독극물,,
2700,4,2017,정면,단어,KETI_SL_0000002700.MOV,독극물,,
3119,4,2017,측면,단어,KETI_SL_0000003119.MTS,독극물,,
3532,5,2017,정면,단어,KETI_SL_0000003532.MOV,독극물,,
3953,5,2017,측면,단어,KETI_SL_0000003953.MTS,독극물,,
4374,6,2017,정면,단어,KETI_SL_0000004374.MOV,독극물,,
4789,6,2017,측면,단어,KETI_SL_0000004789.MTS,독극물,,
5213,7,2017,정면,단어,KETI_SL_0000005213.MOV,독극물,,
5629,7,2017,측면,단어,KETI_SL_0000005629.MTS,독극물,,
6052,8,2017,정면,단어,KETI_SL_0000006052.MOV,독극물,,
6471,8,2017,측면,단어,KETI_SL_0000006471.MTS,독극물,,
6888,9,2017,정면,단어,KETI_SL_0000006888.MOV,독극물,,
7307,9,2017,측면,단어,KETI_SL_0000007307.MTS,독극물,,
7725,10,2017,정면,단어,KETI_SL_0000007725.MOV,독극물,,
8144,10,2017,측면,단어,KETI_SL_0000008144.MTS,독극물,,
8436,1,2017,정면,문장,KETI_SL_0000008436.MOV,도와주세요!,,
8541,1,2017,측면,문장,KETI_SL_0000008541.MTS,도와주세요!,,
8646,2,2017,정면,문장,KETI_SL_0000008646.MTS,도와주세요!,,
8751,2,2017,측면,문장,KETI_SL_0000008751.MTS,도와주세요!,,
8856,3,2017,정면,문장,KETI_SL_0000008856.MOV,도와주세요!,,
8961,3,2017,측면,문장,KETI_SL_0000008961.MP4,도와주세요!,,
9066,4,2017,정면,문장,KETI_SL_0000009066.MOV,도와주세요!,,
9171,4,2017,측면,문장,KETI_SL_0000009171.MTS,도와주세요!,,
9276,5,2017,정면,문장,KETI_SL_0000009276.MOV,도와주세요!,,
9381,5,2017,측면,문장,KETI_SL_0000009381.MTS,도와주세요!,,
9486,6,2017,정면,문장,KETI_SL_0000009486.MOV,도와주세요!,,
9590,6,2017,측면,문장,KETI_SL_0000009590.MTS,도와주세요!,,
9696,7,2017,정면,문장,KETI_SL_0000009696.MOV,도와주세요!,,
9801,7,2017,측면,문장,KETI_SL_0000009801.MTS,도와주세요!,,
9906,8,2017,정면,문장,KETI_SL_0000009906.MOV,도와주세요!,,
10011,8,2017,측면,문장,KETI_SL_0000010011.MTS,도와주세요!,,
10116,9,2017,정면,문장,KETI_SL_0000010116.MOV,도와주세요!,,
10221,9,2017,측면,문장,KETI_SL_0000010221.MTS,도와주세요!,,
10326,10,2017,정면,문장,KETI_SL_0000010326.MOV,도와주세요!,,
10431,10,2017,측면,문장,KETI_SL_0000010431.MTS,도와주세요!,,
185,1,2017,정면,단어,KETI_SL_0000000185.MOV,도봉구,,
604,1,2017,측면,단어,KETI_SL_0000000604.MTS,도봉구,,
1018,2,2017,정면,단어,KETI_SL_0000001018.MTS,도봉구,,
1437,2,2017,측면,단어,KETI_SL_0000001437.MTS,도봉구,,
1769,3,2017,정면,단어,KETI_SL_0000001769.MOV,도봉구,,
2188,3,2017,측면,단어,KETI_SL_0000002188.MP4,도봉구,,
2699,4,2017,정면,단어,KETI_SL_0000002699.MOV,도봉구,,
3118,4,2017,측면,단어,KETI_SL_0000003118.MTS,도봉구,,
3531,5,2017,정면,단어,KETI_SL_0000003531.MOV,도봉구,,
3952,5,2017,측면,단어,KETI_SL_0000003952.MTS,도봉구,,
4373,6,2017,정면,단어,KETI_SL_0000004373.MOV,도봉구,,
4788,6,2017,측면,단어,KETI_SL_0000004788.MTS,도봉구,,
5212,7,2017,정면,단어,KETI_SL_0000005212.MOV,도봉구,,
5628,7,2017,측면,단어,KETI_SL_0000005628.MTS,도봉구,,
6051,8,2017,정면,단어,KETI_SL_0000006051.MOV,도봉구,,
6470,8,2017,측면,단어,KETI_SL_0000006470.MTS,도봉구,,
6887,9,2017,정면,단어,KETI_SL_0000006887.MOV,도봉구,,
7306,9,2017,측면,단어,KETI_SL_0000007306.MTS,도봉구,,
7724,10,2017,정면,단어,KETI_SL_0000007724.MOV,도봉구,,
8143,10,2017,측면,단어,KETI_SL_0000008143.MTS,도봉구,,
184,1,2017,정면,단어,KETI_SL_0000000184.MOV,도로,,
603,1,2017,측면,단어,KETI_SL_0000000603.MTS,도로,,
1017,2,2017,정면,단어,KETI_SL_0000001017.MTS,도로,,
1436,2,2017,측면,단어,KETI_SL_0000001436.MTS,도로,,
1768,3,2017,정면,단어,KETI_SL_0000001768.MOV,도로,,
2187,3,2017,측면,단어,KETI_SL_0000002187.MP4,도로,,
2698,4,2017,정면,단어,KETI_SL_0000002698.MOV,도로,,
3117,4,2017,측면,단어,KETI_SL_0000003117.MTS,도로,,
3530,5,2017,정면,단어,KETI_SL_0000003530.MOV,도로,,
3951,5,2017,측면,단어,KETI_SL_0000003951.MTS,도로,,
4372,6,2017,정면,단어,KETI_SL_0000004372.MOV,도로,,
4787,6,2017,측면,단어,KETI_SL_0000004787.MTS,도로,,
5211,7,2017,정면,단어,KETI_SL_0000005211.MOV,도로,,
5627,7,2017,측면,단어,KETI_SL_0000005627.MTS,도로,,
6050,8,2017,정면,단어,KETI_SL_0000006050.MOV,도로,,
6469,8,2017,측면,단어,KETI_SL_0000006469.MTS,도로,,
6886,9,2017,정면,단어,KETI_SL_0000006886.MOV,도로,,
7305,9,2017,측면,단어,KETI_SL_0000007305.MTS,도로,,
7723,10,2017,정면,단어,KETI_SL_0000007723.MOV,도로,,
8142,10,2017,측면,단어,KETI_SL_0000008142.MTS,도로,,
182,1,2017,정면,단어,KETI_SL_0000000182.MOV,도둑,,
601,1,2017,측면,단어,KETI_SL_0000000601.MTS,도둑,,
1016,2,2017,정면,단어,KETI_SL_0000001016.MTS,도둑,,
1435,2,2017,측면,단어,KETI_SL_0000001435.MTS,도둑,,
1767,3,2017,정면,단어,KETI_SL_0000001767.MOV,도둑,,
2186,3,2017,측면,단어,KETI_SL_0000002186.MP4,도둑,,
2696,4,2017,정면,단어,KETI_SL_0000002696.MOV,도둑,,
3115,4,2017,측면,단어,KETI_SL_0000003115.MTS,도둑,,
3529,5,2017,정면,단어,KETI_SL_0000003529.MOV,도둑,,
3950,5,2017,측면,단어,KETI_SL_0000003950.MTS,도둑,,
4370,6,2017,정면,단어,KETI_SL_0000004370.MOV,도둑,,
4793,6,2017,측면,단어,KETI_SL_0000004793.MTS,도둑,,
5209,7,2017,정면,단어,KETI_SL_0000005209.MOV,도둑,,
5625,7,2017,측면,단어,KETI_SL_0000005625.MTS,도둑,,
6048,8,2017,정면,단어,KETI_SL_0000006048.MOV,도둑,,
6467,8,2017,측면,단어,KETI_SL_0000006467.MTS,도둑,,
6885,9,2017,정면,단어,KETI_SL_0000006885.MOV,도둑,,
7304,9,2017,측면,단어,KETI_SL_0000007304.MTS,도둑,,
7722,10,2017,정면,단어,KETI_SL_0000007722.MOV,도둑,,
8141,10,2017,측면,단어,KETI_SL_0000008141.MTS,도둑,,
181,1,2017,정면,단어,KETI_SL_0000000181.MOV,대문앞,,
600,1,2017,측면,단어,KETI_SL_0000000600.MTS,대문앞,,
1015,2,2017,정면,단어,KETI_SL_0000001015.MTS,대문앞,,
1434,2,2017,측면,단어,KETI_SL_0000001434.MTS,대문앞,,
1765,3,2017,정면,단어,KETI_SL_0000001765.MOV,대문앞,,
2184,3,2017,측면,단어,KETI_SL_0000002184.MP4,대문앞,,
2695,4,2017,정면,단어,KETI_SL_0000002695.MOV,대문앞,,
3114,4,2017,측면,단어,KETI_SL_0000003114.MTS,대문앞,,
3528,5,2017,정면,단어,KETI_SL_0000003528.MOV,대문앞,,
3949,5,2017,측면,단어,KETI_SL_0000003949.MTS,대문앞,,
4369,6,2017,정면,단어,KETI_SL_0000004369.MOV,대문앞,,
4792,6,2017,측면,단어,KETI_SL_0000004792.MTS,대문앞,,
5205,7,2017,정면,단어,KETI_SL_0000005205.MOV,대문앞,,
5621,7,2017,측면,단어,KETI_SL_0000005621.MTS,대문앞,,
6047,8,2017,정면,단어,KETI_SL_0000006047.MOV,대문앞,,
6466,8,2017,측면,단어,KETI_SL_0000006466.MTS,대문앞,,
6884,9,2017,정면,단어,KETI_SL_0000006884.MOV,대문앞,,
7303,9,2017,측면,단어,KETI_SL_0000007303.MTS,대문앞,,
